location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Brooke Bond First Cross,3,1,95,1720,3,5523.255814
Brookefield,2,3,69,1150,2,6000
Brookefield,2,2,70,1142,2,6129.597198
Brookefield,4,2,240,2800,4,8571.428571
Brookefield,3,2,105,1476,3,7113.821138
Brookefield,4,1,152,1700,4,8941.176471
Brookefield,2,1,75,1262,2,5942.947702
Brookefield,2,2,80,1139,2,7023.705004
Brookefield,2,2,70,1125,2,6222.222222
Brookefield,3,2,85,1420,3,5985.915493
Brookefield,2,2,48,941,2,5100.956429
Brookefield,2,1,55,1100,2,5000
Brookefield,3,3,140,2400,4,5833.333333
Brookefield,2,2,66.5,1225,2,5428.571429
Brookefield,6,3,175,1950,5,8974.358974
Brookefield,2,3,50,1080,2,4629.62963
Brookefield,2,3,55,1230,2,4471.544715
Brookefield,2,2,75,1200,2,6250
Brookefield,2,1,49,1089,2,4499.540863
Brookefield,2,2,56,1130,2,4955.752212
Brookefield,2,1,95,1270,2,7480.314961
Brookefield,3,2,115,1706,3,6740.91442
Brookefield,2,2,94,1389,2,6767.458603
Brookefield,2,2,72,1225,2,5877.55102
Brookefield,3,3,115,1746,3,6586.483391
Brookefield,3,2,149,1560,4,9551.282051
Brookefield,2,2,84.5,1382,2,6114.327062
Brookefield,2,1,70,1260,2,5555.555556
Brookefield,2,1.584375738,90,1206,2,7462.686567
Brookefield,3,2,140,1594,3,8782.93601
Budigere,2,2,56.4,1153,2,4891.587164
Budigere,2,1,59.9,1162,2,5154.905336
Budigere,4,2,103,1991,3,5173.279759
Budigere,2,2,57,1153,2,4943.625325
Budigere,2,1,57,1162,2,4905.335628
Budigere,2,2,56.8,1139,2,4986.830553
Budigere,2,2,56.85,1139,2,4991.220369
Budigere,4,2,100,1991,3,5022.601708
Budigere,1,1,35,664,1,5271.084337
Budigere,3,2,93,1820,3,5109.89011
Budigere,3,2,85,1636,3,5195.599022
Budigere,2,2,70,1444,2,4847.645429
Budigere,2,2,60,1139,2,5267.778753
Budigere,3,2,93,1820,3,5109.89011
Budigere,2,1,58,1162,2,4991.394148
Budigere,3,2,85,1636,3,5195.599022
Budigere,2,1,54.3,1087,2,4995.400184
Budigere,1,1,35.4,664,1,5331.325301
Budigere,2,2,56.7,1153,2,4917.606245
Budigere,2,2,56.5,1139,2,4960.491659
Budigere,3,2,83,1636,3,5073.349633
Budigere,1,1,34,664,1,5120.481928
Budigere,2,1,58,1162,2,4991.394148
Budigere,2,2,60,1153,2,5203.816132
Budigere,3,2,99,1820,3,5439.56044
Budigere,2,0,56.725,1172,2,4840.017065
Budigere,3,2,95,1820,3,5219.78022
Budigere,4,2,100,1991,3,5022.601708
Budigere,3,2,95.5,1820,3,5247.252747
Budigere,2,2,56,1153,2,4856.895056
Budigere,1,0,34.545,705,1,4900
Budigere,2,2,56.5,1153,2,4900.260191
Budigere,2,2,58,1153,2,5030.355594
Budigere,3,2,88,1636,3,5378.973105
Budigere,2,2,56.55,1153,2,4904.596704
Budigere,2,2,56.5,1153,2,4900.260191
Budigere,2,2,60,1153,2,5203.816132
Byadarahalli,4,2,370,3155,3,11727.4168
Byadarahalli,3,3,425,3500,4,12142.85714
Byatarayanapura,2,2,75,1413,3,5307.855626
Byatarayanapura,2,1,90,1325,3,6792.45283
Byatarayanapura,1,1,36,540,1,6666.666667
Byatarayanapura,3,1.584375738,200,2631,4,7601.672368
Byatarayanapura,1,1,50,650,1,7692.307692
Byatarayanapura,2,2,63,1300,2,4846.153846
Byrasandra,2,2,56,1455,3,3848.797251
Byrasandra,2,3,60,1140,2,5263.157895
Byrasandra,2,2,55,1100,2,5000
Byrasandra,2,2,65,1250,2,5200
Byrathi Village,4,1,120,1600,3,7500
CQAL Layout,3,2,475,3811,4,12463.92023
CV Raman Nagar,2,2,55,1120,2,4910.714286
CV Raman Nagar,2,1,55,1070,2,5140.186916
CV Raman Nagar,2,1,37,740,2,5000
CV Raman Nagar,2,1,49,1028,2,4766.536965
CV Raman Nagar,2,1,98,1392,2,7040.229885
CV Raman Nagar,2,2,47.5,1070,2,4439.252336
CV Raman Nagar,3,2,126,1825,3,6904.109589
CV Raman Nagar,2,2,50,1025,2,4878.04878
CV Raman Nagar,2,2,60,1198,2,5008.347245
CV Raman Nagar,2,2,85,1560,2,5448.717949
CV Raman Nagar,2,3,85,1590,3,5345.91195
CV Raman Nagar,2,1,58,1100,2,5272.727273
CV Raman Nagar,2,3,61,1051,2,5803.996194
CV Raman Nagar,2,1,55,1020,2,5392.156863
CV Raman Nagar,2,2,65,1285,2,5058.365759
CV Raman Nagar,2,1,50,1040,2,4807.692308
CV Raman Nagar,2,1,95,1392,2,6824.712644
CV Raman Nagar,2,1,50,705,1,7092.198582
CV Raman Nagar,2,1,46,1125,2,4088.888889
CV Raman Nagar,2,2,78,1400,3,5571.428571
CV Raman Nagar,2,2,78,1400,3,5571.428571
CV Raman Nagar,2,2,38,907,2,4189.636163
CV Raman Nagar,2,1,62,1310,2,4732.824427
Cambridge Layout,3,1,260,2400,3,10833.33333
Cambridge Layout,3,1,165,1600,4,10312.5
Cambridge Layout,3,3,230,1950,3,11794.87179
Cambridge Layout,3,2,307,1756,3,17482.91572
Cambridge Layout,3,2,298,1669,3,17855.003
Cambridge Layout,3,1,210,2098,3,10009.53289
Canara Bank Colony,2,2,45,1000,2,4500
Canara Bank Colony,2,3,35,900,2,3888.888889
Canara Bank Colony,2,1,90,1600,3,5625
Canara Bank Layout,3,3,90,1600,3,5625
Carmelaram,3,0,91.855,1732.5,3,5301.875902
Carmelaram,3,2,99,1770,3,5593.220339
Celebrity Paradise Layout,1,1,22.49,532,1,4227.443609
Challaghatta,3,3,123,1639,3,7504.575961
Chamrajpet,2,2,120,1475,3,8135.59322
Chamrajpet,2,1,170,1900,4,8947.368421
Chamrajpet,2,3,180,1350,2,13333.33333
Chamrajpet,2,1,162,1050,2,15428.57143
Chamrajpet,4,2,211,1660.4,4,12707.78126
Chamrajpet,1,0,85,505,1,16831.68317
Chamrajpet,3,2,98.91,1565,3,6320.127796
Chamrajpet,1,2,52,730,2,7123.287671
Chamrajpet,3,2,115,1650,3,6969.69697
Chamundi Nagar,7,1,250,2800,7,8928.571429
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,2,32,1200,2,2666.666667
Chandapura,2,2,27.68,1025,2,2700.487805
Chandapura,1,0,15.135,582.5,1,2598.283262
Chandapura,2,1,33,1065,3,3098.591549
Chandapura,2,1,25.4,850,2,2988.235294
Chandapura,1,0,13.57,590,1,2300
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,1,1,14.04,520,1,2700
Chandapura,1,1,36,1200,2,3000
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,1,1,19,700,2,2714.285714
Chandapura,2,2,32,1095,3,2922.374429
Chandapura,3,2,42,1208.51,3,3475.353948
Chandapura,2,2,29.5,876,2,3367.579909
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,2,42,1505,3,2790.697674
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,1,30,937,2,3201.707577
Chandapura,2,2,27.68,1025,2,2700.487805
Chandapura,2,1,25,800,2,3125
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,0,25.29,778,2,3250.642674
Chandapura,2,1,25.65,950,2,2700
Chandapura,2,1,36,1200,2,3000
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,2,27.68,1025,2,2700.487805
Chandapura,2,2,39.5,1345,3,2936.802974
Chandapura,1,1,14.04,520,1,2700
Chandapura,2,1,42,1323,3,3174.603175
Chandapura,1,1,10,410,1,2439.02439
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,1,1,16.45,645,1,2550.387597
Chandapura,2,1,36,1200,2,3000
Chandapura,1,1,22,740,2,2972.972973
Chandapura,2,2,28.47,876,2,3250
Chandapura,1,1,14.04,520,1,2700
Chandra Layout,2,2,85.05,1260,3,6750
Chandra Layout,1,1,75,890,1,8426.966292
Chandra Layout,3,2,130,1600,3,8125
Chandra Layout,2,2,85.05,1260,3,6750
Chandra Layout,2,0,190,1200,3,15833.33333
Channasandra,2,1,38.34,1009,2,3799.801784
Channasandra,2,1,35,1065,2,3286.384977
Channasandra,2,1,90,1470,3,6122.44898
Channasandra,2,1,33.45,1115,2,3000
Channasandra,2,1,34.5,1030,2,3349.514563
Channasandra,6,0,180,4200,6,4285.714286
Channasandra,2,1,40,1115,2,3587.443946
Channasandra,3,1,67.77,1200,3,5647.5
Channasandra,2,1,35.5,1104,2,3215.57971
Channasandra,2,1,55,1160,2,4741.37931
Channasandra,2,2,41,1050,2,3904.761905
Channasandra,2,1,40.47,1065,2,3800
Channasandra,2,1,38,1070,2,3551.401869
Channasandra,2,1,35,1050,2,3333.333333
Channasandra,2,1,34,1093,2,3110.704483
Channasandra,2,1,40,808,2,4950.49505
Channasandra,2,1,36,1010,2,3564.356436
Channasandra,2,1,36,1123,2,3205.69902
Channasandra,2,2,35,1000,2,3500
Channasandra,4,1,89.45,1500,4,5963.333333
Channasandra,2,2,51.83,1330,3,3896.992481
Channasandra,2,1,37,1093,2,3385.178408
Channasandra,2,1,35.8,1115,2,3210.762332
Channasandra,3,1,61.95,1500,3,4130
Channasandra,2,1,36.28,830,2,4371.084337
Channasandra,3,1,67.77,1200,3,5647.5
Channasandra,2,1,56,1195,3,4686.192469
Channasandra,2,2,38,1175,2,3234.042553
Channasandra,2,1,46.13,1200,2,3844.166667
Channasandra,2,1,36,1065,2,3380.28169
Channasandra,2,1,44.41,1050,2,4229.52381
Channasandra,2,1,32,1010,2,3168.316832
Channasandra Layout,2,2,40,1210,2,3305.785124
Channasandra Layout,3,1,55,1535,3,3583.061889
Channasandra Layout,2,1,50,1115,2,4484.304933
Channasandra Layout,6,1,165,3100,5,5322.580645
Channasandra Layout,2,2,52,1563,3,3326.935381
Chelekare,2,2,40,1180,2,3389.830508
Chelekare,6,1.584375738,98,2400,6,4083.333333
Chelekare,2,1,62.4,1250,2,4992
Chelekare,2,1,45,1000,2,4500
Chennammana Kere,2,2,56.87,1115,2,5100.44843
Chennammana Kere,2,3,74.72,1465,3,5100.341297
Chennammana Kere,2,2,56.1,1100,2,5100
Chennammana Kere,2,2,58.4,1145,2,5100.436681
Chennammana Kere,2,2,55.85,1095,2,5100.456621
Chennammana Kere,2,2,52.79,1035,2,5100.483092
Chennammana Kere,3,1,75.48,1480,3,5100
Chennammana Kere,2,1,86.96,1705,3,5100.293255
Chennammanakere Achukattu,2,1,75,1260,2,5952.380952
Chennappa Layout,2,2,44.8,1080,2,4148.148148
Chennappa Layout,2,2,45,1050,2,4285.714286
Chennappa Layout,2,2,52,1220,2,4262.295082
Chikka Banaswadi,2,2,65,1093,2,5946.935041
Chikka Banaswadi,2,3,75,1250,2,6000
Chikka Tirupathi,5,3,120,2600,4,4615.384615
Chikka Tirupathi,4,1,120,2325,4,5161.290323
Chikka Tirupathi,4,2,80.27,1808,3,4439.712389
Chikka Tirupathi,3,1,135,3297,3,4094.631483
Chikka Tirupathi,5,3,150,3500,4,4285.714286
Chikka Tirupathi,3,1.584375738,99,2646,3,3741.496599
Chikka Tirupathi,5,0,105,2704,4,3883.136095
Chikka Tirupathi,3,1.584375738,95,2325,3,4086.021505
Chikka Tirupathi,4,1,120,2325,4,5161.290323
Chikka Tirupathi,4,2,136,3250,4,4184.615385
Chikka Tirupathi,5,3,125,2665,4,4690.43152
Chikkabanavar,2,1,40,950,2,4210.526316
Chikkabanavar,2,0,80,1600,3,5000
Chikkabanavar,4,0,97,2400,5,4041.666667
Chikkabanavar,4,0,65,2000,5,3250
Chikkabanavar,2,1,38,1067,2,3561.387067
Chikkabanavar,2,2,46,1320,3,3484.848485
Chikkabanavar,7,0,110,4000,8,2750
Chikkadunnasandra,3,0,51,1398,3,3648.06867
Chikkadunnasandra,2,1.584375738,52,1397,3,3722.26199
Chikkadunnasandra,2,2,45,1200,2,3750
Chikkakannalli,2,2,85,1402,3,6062.767475
Chikkalasandra,2,2,56.12,1290,3,4350.387597
Chikkalasandra,2,2,50,1100,2,4545.454545
Chikkalasandra,2,1,49,1208,2,4056.291391
Chikkalasandra,2,2,50,1070,2,4672.897196
Chikkalasandra,2,2,48,1230,2,3902.439024
Chikkalasandra,2,1,42.8,1070,2,4000
Chikkalasandra,2,3,55.25,1270,3,4350.393701
Chikkalasandra,2,1,46.76,1075,2,4349.767442
Chikkalasandra,2,2,53.51,1230,3,4350.406504
Chikkalasandra,2,2,56.12,1290,3,4350.387597
Chikkalasandra,2,1,45.48,1070,2,4250.46729
Chikkalasandra,2,2,50,1100,2,4545.454545
Chikkalasandra,2,3,60.47,1390,3,4350.359712
Chikkalasandra,2,1,47.42,1090,2,4350.458716
Chikkalasandra,2,1,59,1325,2,4452.830189
Chikkalasandra,2,2,55.46,1275,3,4349.803922
Chikkathoguru,2,2,46,1113,2,4132.973944
Chikkathoguru,2,2,42,1045,2,4019.138756
Chikku Lakshmaiah Layout,2,1,285,2292,3,12434.55497
Chinnapanahalli,2,2,48,1225,2,3918.367347
Chinnapanahalli,2,2,40,1020,2,3921.568627
Chinnapanahalli,2,1,41,980,2,4183.673469
Chokkanahalli,2,0,69,1266.67,2,5447.354086
Cholanayakanahalli,3,3,205,2511,3,8164.078057
Cholanayakanahalli,2,2,75,1370,3,5474.452555
Cholanayakanahalli,2,0,50,750,1,6666.666667
Cholanayakanahalli,4,1,135,2000,4,6750
Cholanayakanahalli,2,2,95,1300,2,7307.692308
Choodasandra,2,2,50,1115,2,4484.304933
Choodasandra,2,3,57,1300,2,4384.615385
Choodasandra,3,2,77,1530,3,5032.679739
Choodasandra,2,1,63,1197,2,5263.157895
Choodasandra,3,3,75,1465,3,5119.453925
Choodasandra,2,1,50,1115,2,4484.304933
Choodasandra,2,2,59,1215,2,4855.967078
Choodasandra,2,1,65,1254,3,5183.413078
Choodasandra,3,3,105,1580,3,6645.56962
Choodasandra,2,2,36,725,2,4965.517241
Choodasandra,2,2,45,1075,2,4186.046512
Choodasandra,2,1,71.22,1180,2,6035.59322
Choodasandra,2,2,62,1140,2,5438.596491
Choodasandra,3,2,78,1560,3,5000
Choodasandra,2,1,46,1065,2,4319.248826
Choodasandra,2,2,50,1115,2,4484.304933
Choodasandra,2,1,50,1115,2,4484.304933
Church Street,4,3,536,2920,4,18356.16438
Cleveland Town,3,2,160,1991,3,8036.162732
Coconut Grove Layout,2,2,43,1007,2,4270.109235
Coconut Grove Layout,2,2,51.5,1272,2,4048.742138
Coconut Grove Layout,2,2,46,1156,2,3979.238754
Coconut Grove Layout,2,2,48,1007,2,4766.633565
Coffee Board Layout,3,2,170,3045,3,5582.922824
Coffee Board Layout,3,2,90,1652.5,3,5446.293495
Cooke Town,4,1.584375738,450,3950,4,11392.40506
Cooke Town,4,3,239,2388,3,10008.37521
Cooke Town,2,2,200,1710,2,11695.90643
Cooke Town,2,2,111,1310,2,8473.282443
Cooke Town,5,1.584375738,415,3900,4,10641.02564
Cooke Town,4,1.584375738,310,2560,3,12109.375
Cooke Town,3,1,375,2600,3,14423.07692
Cooke Town,2,3,90,1100,2,8181.818182
Cooke Town,3,1,250,2300,3,10869.56522
Cox Town,3,3,150,1975,3,7594.936709
Cox Town,3,3,100,1650,3,6060.606061
Cox Town,3,3,140,1730,3,8092.485549
Cox Town,3,1,150,1600,3,9375
Cox Town,2,2,95,1250,2,7600
Cox Town,2,1,120,1280,2,9375
Cox Town,2,2,72,1073,2,6710.158434
Cox Town,2,3,58,1000,2,5800
Cox Town,2,2,140,1200,2,11666.66667
Crimson Layout,2,2,60,1250,2,4800
Cunningham Road,4,3,1250,5270,4,23719.16509
Cunningham Road,3,2,864,3875,3,22296.77419
Cunningham Road,3,2,800,3875,3,20645.16129
Cunningham Road,3,1,763,3815,3,20000
Cunningham Road,3,2,501,2880,3,17395.83333
Cunningham Road,3,1,662,3489,3,18973.91803
Cunningham Road,3,2,800,4170,3,19184.65228
Cunningham Road,3,1,501,2700,3,18555.55556
Cunningham Road,3,2,560,2880,3,19444.44444
Daadys Gaarden Layout,3,3,72,1600,3,4500
Dairy Circle,3,1,225,1855,3,12129.38005
Dairy Circle,3,2,224,1980,3,11313.13131
Dairy Circle,2,1,181,1541,2,11745.61973
Dairy Circle,4,2,340,2735,3,12431.44424
Dasanapura,2,2,37,708,2,5225.988701
Dasanapura,1,1,40,708,2,5649.717514
Dasanapura,2,1,42.5,965,2,4404.145078
Dasanapura,2,1,42,814,2,5159.70516
Dasanapura,2,1,65,1163,2,5588.993981
Dasanapura,2,1,68,1286,3,5287.713841
Dasanapura,2,1,31.15,708,2,4399.717514
Dasanapura,1,1,41,708,1,5790.960452
Dasanapura,2,1,43.7,814,2,5368.550369
Dasarahalli,2,1,65,1295,2,5019.305019
Dasarahalli,2,1,75,1520,3,4934.210526
Dasarahalli,2,3,55,1300,2,4230.769231
Dasarahalli,2,0,70,1150,2,6086.956522
Dasarahalli,3,3,120,2100,3,5714.285714
Dasarahalli,2,2,52,1220,2,4262.295082
Dasarahalli,2,1,60,1375,2,4363.636364
Dasarahalli,2,1,78.56,1333,2,5893.473368
Dasarahalli,2,2,62,1220,2,5081.967213
Dasarahalli,2,2,49,1160,2,4224.137931
Defence Colony,2,2,126,1150,2,10956.52174
Defence Colony,4,1.584375738,986,6600,4,14939.39394
Defence Colony,2,2,125,1150,2,10869.56522
Defence Colony,4,3,365,2800,4,13035.71429
Defence Colony,2,1.584375738,172,1270,2,13543.30709
Defence Colony,6,3,2800,8000,6,35000
Dena Bank Colony,2,2,75,1100,2,6818.181818
Devanahalli,2,2,66.78,1260,2,5300
Devanahalli,2,2,68.52,1282,3,5344.773791
Devanahalli,2,1,65,1360,2,4779.411765
Devanahalli,2,2,85,1408,2,6036.931818
Devanahalli,2,1,51,1010,2,5049.50495
Devanahalli,2,0,53.35,1080,2,4939.814815
Devanahalli,5,3,100,2400,5,4166.666667
Devanahalli,2,1,59,1174,2,5025.553663
Devanahalli,1,1,34,658,1,5167.173252
Devanahalli,1,0,26.91,658,1,4089.665653
Devanahalli,1,0,28.57,698.5,1,4090.193271
Devanahalli,2,1,52,1080,2,4814.814815
Devanahalli,3,0,88.2,1700,3,5188.235294
Devanahalli,3,3,79.15,1498,3,5283.711615
Devanahalli,3,3,77.59,1466,3,5292.633015
Devanahalli,1,0,39,775,1,5032.258065
Devanahalli,2,1,49.87,1020,1,4889.215686
Devanahalli,2,2,48,1045,2,4593.301435
Devanahalli,3,1,85,1550,3,5483.870968
Devanahalli,2,1,65,1340,2,4850.746269
Devanahalli,3,1,107,2125,3,5035.294118
Devanahalli,2,1,56.45,1230,2,4589.430894
Devanahalli,2,0,62.425,1360,2,4590.073529
Devanahalli,1,1,26.91,658,1,4089.665653
Devanahalli,2,1,58,1010,2,5742.574257
Devanahalli Int. Airport,2,1,80,1380,2,5797.101449
Devanahalli Int. Airport,2,1,62,1080,2,5740.740741
Devarachikkanahalli,2,1,58,1230,2,4715.447154
Devasthanagalu,3,2,70,1460,3,4794.520548
Devasthanagalu,2,2,45,1090,2,4128.440367
Devasthanagalu,2,2,45,946,2,4756.871036
Devasthanagalu,2,3,60,1470,3,4081.632653
Devi Nagar,3,2,105,2000,3,5250
Devi Nagar,3,3,68,1410,3,4822.695035
Dinnur,2,1.584375738,65,1100,2,5909.090909
Divya Unnathi Layout,2,2,64.44,1611,3,4000
Divya Unnathi Layout,2,2,64.4,1610,3,4000
Divya Unnathi Layout,2,1,53.56,1339,2,4000
Doctors Layout,2,3,62,1520,2,4078.947368
Doctors Layout,2,1,44,1125,2,3911.111111
Doctors Layout,2,2,42,1000,2,4200
Doctors Layout,2,1,47,1225,2,3836.734694
Doctors Layout,2,2,46.8,1215,3,3851.851852
Dodda Banaswadi,3,2,56,1500,3,3733.333333
Dodda Banaswadi,2,2,60,1300,3,4615.384615
Dodda Kempaiah Layout,3,2,75,1600,3,4687.5
Dodda Kempaiah Layout,2,1,45,1015,2,4433.497537
Dodda Nekkundi,2,2,55,1260,2,4365.079365
Dodda Nekkundi,2,3,28,850,2,3294.117647
Dodda Nekkundi,2,2,60,1390,2,4316.546763
Dodda Nekkundi,3,2,121,1804,3,6707.317073
Dodda Nekkundi,2,2,50,1080,2,4629.62963
Dodda Nekkundi,3,2,132,1999,3,6603.301651
Dodda Nekkundi,2,2,48,1100,2,4363.636364
Dodda Nekkundi,3,2,135,1999,3,6753.376688
Dodda Nekkundi,2,1,41.15,1100,2,3740.909091
Dodda Nekkundi,2,1,71,1252,3,5670.926518
Dodda Nekkundi,2,1,46,1155,2,3982.683983
Dodda Nekkundi,2,2,45,1128,2,3989.361702
Dodda Nekkundi,2,1,56,1148,2,4878.04878
Dodda Nekkundi,2,1,46.5,1145,2,4061.135371
Dodda Nekkundi,3,2,125,1829,3,6834.335703
Dodda Nekkundi,2,1,41.16,1100,2,3741.818182
Dodda Nekkundi,2,1,46.75,1100,2,4250
Dodda Nekkundi,2,2,50,1315,2,3802.281369
Dodda Nekkundi,2,2,58,1135,2,5110.132159
Dodda Nekkundi,2,1,41.18,1100,2,3743.636364
Dodda Nekkundi,2,2,60,1370,2,4379.562044
Dodda Nekkundi,2,2,71,1200,2,5916.666667
Dodda Nekkundi,2,2,79,1585,3,4984.227129
Dodda Nekkundi,2,2,45,1005,2,4477.61194
Dodda Nekkundi,2,1.584375738,52,1264,2,4113.924051
Dodda Nekkundi Extension,2,2,60,1148,2,5226.480836
Dodda Nekkundi Extension,2,3,73,1188,2,6144.781145
Dodda Nekkundi Extension,2,2,69,1148,2,6010.452962
Dodda Nekkundi Extension,3,3,115,1864,3,6169.527897
Dodda Nekkundi Extension,2,2,87,1458,3,5967.078189
Doddaballapur,4,3,325,4200,4,7738.095238
Doddaballapur,3,1,300,3876,3,7739.93808
Doddaballapur,4,2,195,2776,3,7024.495677
Doddaballapur,3,1,142,2440,3,5819.672131
Doddaballapur,3,0,200,2400,4,8333.333333
Doddaballapur,1,1,49,654,1,7492.35474
Doddaballapur,5,1.584375738,270,3206,4,8421.709295
Doddabanahalli,2,2,37,830,2,4457.831325
Doddabanahalli,2,2,30,800,2,3750
Doddabanahalli,3,2,45.33,1290,3,3513.953488
Doddabidrakallu,3,1,74,1200,3,6166.666667
Doddabommasandra,2,3,70,1550,3,4516.129032
Doddabommasandra,5,2,145,3150,8,4603.174603
Doddabommasandra,2,3,32,1300,2,2461.538462
Doddagubbi,2,3,39,1250,2,3120
Doddagubbi,1,2,27,747,1,3614.457831
Doddakallasandra,2,1,40.39,1010,2,3999.009901
Doddakallasandra,2,1,40.39,1010,2,3999.009901
Doddakallasandra,2,1,42.87,1072,2,3999.067164
Doddakallasandra,2,1,40.4,1010,2,4000
Doddakallasandra,2,1,41,1010,2,4059.405941
Doddakallasandra,2,1,42.87,1072,2,3999.067164
Doddakammanahalli,2,1,60,1550,3,3870.967742
Doddakammanahalli,2,2,56,1180,2,4745.762712
Doddakammanahalli,2,3,62,1409,3,4400.283889
Doddakammanahalli,2,1,48.5,1119,3,4334.226988
Doddakammanahalli,2,3,55,1160,2,4741.37931
Doddakannelli,3,2,70,1475,3,4745.762712
Doddakannelli,2,1,48,1025,2,4682.926829
Doddanakundi Industrial Area 2,1,2,65.01,1512,2,4299.603175
Doddanakundi Industrial Area 2,3,3,95,1768,3,5373.303167
Doddanakundi Industrial Area 2,2,1,49,1092,2,4487.179487
Doddanekundi,3,3,176,1760,3,10000
Doddanekundi,2,2,40,1280,2,3125
Doddanekundi,4,3,154,2045,3,7530.562347
Doddanekundi,2,1,59,1148,2,5139.372822
Doddanekundi,2,2,48.4,1128,2,4290.780142
Doddathoguru,2,0,33,970,2,3402.061856
Doddathoguru,2,1,32,1050,2,3047.619048
Doddathoguru,2,1,25,850,2,2941.176471
Doddathoguru,2,2,42,1030,2,4077.669903
Doddathoguru,3,2,65,1549,3,4196.255649
Doddathoguru,1,1,17,550,1,3090.909091
Doddathoguru,2,2,33.5,1015,2,3300.492611
Doddathoguru,2,2,39,1104,2,3532.608696
Doddathoguru,2,1,32,915,2,3497.26776
Doddathoguru,1,1,25.5,750,1,3400
Doddathoguru,3,3,62,1595,3,3887.147335
Doddathoguru,2,1,32,855,2,3742.690058
Doddathoguru,2,1,50,1105,2,4524.886878
Doddathoguru,2,2,30,925,2,3243.243243
Doddathoguru,3,1,45,1208,3,3725.165563
Doddathoguru,2,2,50,1100,2,4545.454545
Doddathoguru,2,1,32.9,940,2,3500
Doddathoguru,3,1,65,1382,3,4703.328509
Doddathoguru,2,3,44,1107,2,3974.706414
Doddathoguru,2,1,40,907,2,4410.14333
Doddathoguru,3,3,85,1783,3,4767.246214
Doddathoguru,1,1,17,550,1,3090.909091
Dodsworth Layout,4,1.584375738,2100,30000,4,7000
Dodsworth Layout,2,2,80,1400,2,5714.285714
Dodsworth Layout,3,3,99,1717,3,5765.870705
Dodsworth Layout,3,2,99,1594,3,6210.790464
Dodsworth Layout,3,2,115,1893,3,6075.013207
Dodsworth Layout,2,3,85,1400,2,6071.428571
Dodsworth Layout,4,2,1824,30400,6,6000
Dollars Colony,4,3,350,3500,4,10000
Dollars Colony,5,1,385,3100,4,12419.35484
Dollars Colony,2,3,65,1097,2,5925.250684
Dollars Colony,3,0,75,1350,3,5555.555556
Dollars Colony,3,2,2000,7800,3,25641.02564
Dollars Colony,3,2,280,2100,4,13333.33333
Dollars Colony,3,3,200,2000,3,10000
Dollars Layout,3,2,88,1460,3,6027.39726
Dollars Layout,3,3,220,2456,3,8957.654723
Domlur,3,2,90,1540,3,5844.155844
Domlur,2,2,150,1875,3,8000
Domlur,3,3,86,1429,3,6018.194542
Domlur,1,0,55,640,1,8593.75
Domlur,2,2,85,1050,2,8095.238095
Domlur,3,2,150,1800,3,8333.333333
Domlur,3,1,135,1720,3,7848.837209
Domlur,3,3,165,1950,3,8461.538462
Domlur,3,2,285,2180,3,13073.3945
Domlur,1,1,70,650,1,10769.23077
Domlur,1,1,70,780,1,8974.358974
Domlur,3,2,285,2180,3,13073.3945
Domlur,3,0,120,1740,3,6896.551724
Domlur,3,2,125,1695,3,7374.631268
Domlur,2,1,95,1246,2,7624.398074
Domlur,3,2,145,2100,3,6904.761905
Domlur,2,2,80,1276,2,6269.592476
Domlur,3,1,180,1850,3,9729.72973
Domlur,3,1.584375738,235,2955,3,7952.622673
Domlur,3,1,180,1650,3,10909.09091
Domlur Layout,2,2,160,900,2,17777.77778
Dommasandra,2,1,22.14,805,2,2750.310559
Dommasandra,2,2,43.5,1153,2,3772.766696
Dommasandra,2,2,43.5,1090,2,3990.825688
Dommasandra,2,1,25.4,850,2,2988.235294
Dommasandra,2,2,32.9,999,2,3293.293293
Doopanahalli,2,1,100,1340,3,7462.686567
Doopanahalli,3,2,199,2250,3,8844.444444
Doopanahalli,3,1,150,1625,3,9230.769231
Dooravani Nagar,3,1,105,1596,3,6578.947368
Dooravani Nagar,3,0,95,1596,3,5952.380952
Dooravani Nagar,3,1,115,1570,3,7324.840764
Dr Shivarama Karantha Nagar,2,1,65,1500,3,4333.333333
Dr Shivarama Karantha Nagar,2,1,54,1200,2,4500
"ECC Road, Whitefield, ",2,1,67,1132,2,5918.727915
EPIP Zone,2,2,82,1285,2,6381.322957
EPIP Zone,3,2,162,2330,3,6952.7897
EPIP Zone,2,1,92.5,1330,2,6954.887218
EPIP Zone,2,1,86.98,1330,2,6539.849624
EPIP Zone,2,1,93.36,1330,2,7019.548872
EPIP Zone,3,3,102,1500,3,6800
EPIP Zone,2,1,69,1280,2,5390.625
EPIP Zone,2,1,65,1125,2,5777.777778
EPIP Zone,3,3,125,1734,3,7208.765859
