location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Channasandra,2.0,1.0,46.13,1200.0,2,3844.1666666666665
Channasandra,2.0,1.0,36.0,1065.0,2,3380.281690140845
Channasandra,2.0,1.0,44.41,1050.0,2,4229.523809523809
Channasandra,2.0,1.0,32.0,1010.0,2,3168.3168316831684
Channasandra Layout,2.0,2.0,40.0,1210.0,2,3305.785123966942
Channasandra Layout,3.0,1.0,55.0,1535.0,3,3583.061889250814
Channasandra Layout,2.0,1.0,50.0,1115.0,2,4484.304932735426
Channasandra Layout,6.0,1.0,165.0,3100.0,5,5322.580645161291
Channasandra Layout,2.0,2.0,52.0,1563.0,3,3326.935380678183
Chelekare,2.0,2.0,40.0,1180.0,2,3389.830508474576
Chelekare,6.0,1.5843757375501535,98.0,2400.0,6,4083.3333333333335
Chelekare,2.0,1.0,62.4,1250.0,2,4992.0
Chelekare,2.0,1.0,45.0,1000.0,2,4500.0
Chennammana Kere,2.0,2.0,56.87,1115.0,2,5100.448430493274
Chennammana Kere,2.0,3.0,74.72,1465.0,3,5100.341296928327
Chennammana Kere,2.0,2.0,56.1,1100.0,2,5100.0
Chennammana Kere,2.0,2.0,58.4,1145.0,2,5100.436681222707
Chennammana Kere,2.0,2.0,55.85,1095.0,2,5100.456621004566
Chennammana Kere,2.0,2.0,52.79,1035.0,2,5100.48309178744
Chennammana Kere,3.0,1.0,75.48,1480.0,3,5100.0
Chennammana Kere,2.0,1.0,86.96,1705.0,3,5100.2932551319645
Chennammanakere Achukattu,2.0,1.0,75.0,1260.0,2,5952.380952380952
Chennappa Layout,2.0,2.0,44.8,1080.0,2,4148.148148148148
Chennappa Layout,2.0,2.0,45.0,1050.0,2,4285.714285714285
Chennappa Layout,2.0,2.0,52.0,1220.0,2,4262.295081967213
Chikka Banaswadi,2.0,2.0,65.0,1093.0,2,5946.935041171088
Chikka Banaswadi,2.0,3.0,75.0,1250.0,2,6000.0
Chikka Tirupathi,5.0,3.0,120.0,2600.0,4,4615.384615384615
Chikka Tirupathi,4.0,1.0,120.0,2325.0,4,5161.290322580645
Chikka Tirupathi,4.0,2.0,80.27,1808.0,3,4439.712389380531
Chikka Tirupathi,3.0,1.0,135.0,3297.0,3,4094.631483166515
Chikka Tirupathi,5.0,3.0,150.0,3500.0,4,4285.714285714285
Chikka Tirupathi,3.0,1.5843757375501535,99.0,2646.0,3,3741.496598639456
Chikka Tirupathi,5.0,0.0,105.0,2704.0,4,3883.1360946745563
Chikka Tirupathi,3.0,1.5843757375501535,95.0,2325.0,3,4086.021505376344
Chikka Tirupathi,4.0,1.0,120.0,2325.0,4,5161.290322580645
Chikka Tirupathi,4.0,2.0,136.0,3250.0,4,4184.615384615385
Chikka Tirupathi,5.0,3.0,125.0,2665.0,4,4690.431519699812
Chikkabanavar,2.0,1.0,40.0,950.0,2,4210.526315789473
Chikkabanavar,2.0,0.0,80.0,1600.0,3,5000.0
Chikkabanavar,4.0,0.0,97.0,2400.0,5,4041.6666666666665
Chikkabanavar,4.0,0.0,65.0,2000.0,5,3250.0
Chikkabanavar,2.0,1.0,38.0,1067.0,2,3561.3870665417057
Chikkabanavar,2.0,2.0,46.0,1320.0,3,3484.848484848485
Chikkabanavar,7.0,0.0,110.0,4000.0,8,2750.0
Chikkadunnasandra,3.0,0.0,51.0,1398.0,3,3648.068669527897
Chikkadunnasandra,2.0,1.5843757375501535,52.0,1397.0,3,3722.2619899785254
Chikkadunnasandra,2.0,2.0,45.0,1200.0,2,3750.0
Chikkakannalli,2.0,2.0,85.0,1402.0,3,6062.767475035664
Chikkalasandra,2.0,2.0,56.12,1290.0,3,4350.387596899225
Chikkalasandra,2.0,2.0,50.0,1100.0,2,4545.454545454545
Chikkalasandra,2.0,1.0,49.0,1208.0,2,4056.291390728477
Chikkalasandra,2.0,2.0,50.0,1070.0,2,4672.897196261682
Chikkalasandra,2.0,2.0,48.0,1230.0,2,3902.439024390244
Chikkalasandra,2.0,1.0,42.8,1070.0,2,4000.0
Chikkalasandra,2.0,3.0,55.25,1270.0,3,4350.393700787402
Chikkalasandra,2.0,1.0,46.76,1075.0,2,4349.767441860465
Chikkalasandra,2.0,2.0,53.51,1230.0,3,4350.40650406504
Chikkalasandra,2.0,2.0,56.12,1290.0,3,4350.387596899225
Chikkalasandra,2.0,1.0,45.48,1070.0,2,4250.467289719626
Chikkalasandra,2.0,2.0,50.0,1100.0,2,4545.454545454545
Chikkalasandra,2.0,3.0,60.47,1390.0,3,4350.359712230216
Chikkalasandra,2.0,1.0,47.42,1090.0,2,4350.45871559633
Chikkalasandra,2.0,1.0,59.0,1325.0,2,4452.830188679245
Chikkalasandra,2.0,2.0,55.46,1275.0,3,4349.803921568628
Chikkathoguru,2.0,2.0,46.0,1113.0,2,4132.973944294699
Chikkathoguru,2.0,2.0,42.0,1045.0,2,4019.1387559808613
Chikku Lakshmaiah Layout,2.0,1.0,285.0,2292.0,3,12434.554973821989
Chinnapanahalli,2.0,2.0,48.0,1225.0,2,3918.3673469387754
Chinnapanahalli,2.0,2.0,40.0,1020.0,2,3921.5686274509803
Chinnapanahalli,2.0,1.0,41.0,980.0,2,4183.673469387755
Chokkanahalli,2.0,0.0,69.0,1266.67,2,5447.3540859103
Cholanayakanahalli,3.0,3.0,205.0,2511.0,3,8164.078056551175
Cholanayakanahalli,2.0,2.0,75.0,1370.0,3,5474.4525547445255
Cholanayakanahalli,2.0,0.0,50.0,750.0,1,6666.666666666667
Cholanayakanahalli,4.0,1.0,135.0,2000.0,4,6750.0
Cholanayakanahalli,2.0,2.0,95.0,1300.0,2,7307.692307692308
Choodasandra,2.0,2.0,50.0,1115.0,2,4484.304932735426
Choodasandra,2.0,3.0,57.0,1300.0,2,4384.615384615385
Choodasandra,3.0,2.0,77.0,1530.0,3,5032.679738562091
Choodasandra,2.0,1.0,63.0,1197.0,2,5263.1578947368425
Choodasandra,3.0,3.0,75.0,1465.0,3,5119.453924914676
Choodasandra,2.0,1.0,50.0,1115.0,2,4484.304932735426
Choodasandra,2.0,2.0,59.0,1215.0,2,4855.9670781893
Choodasandra,2.0,1.0,65.0,1254.0,3,5183.413078149921
Choodasandra,3.0,3.0,105.0,1580.0,3,6645.569620253164
Choodasandra,2.0,2.0,36.0,725.0,2,4965.517241379311
Choodasandra,2.0,2.0,45.0,1075.0,2,4186.046511627907
Choodasandra,2.0,1.0,71.22,1180.0,2,6035.593220338983
Choodasandra,2.0,2.0,62.0,1140.0,2,5438.596491228071
Choodasandra,3.0,2.0,78.0,1560.0,3,5000.0
Choodasandra,2.0,1.0,46.0,1065.0,2,4319.24882629108
Choodasandra,2.0,2.0,50.0,1115.0,2,4484.304932735426
Choodasandra,2.0,1.0,50.0,1115.0,2,4484.304932735426
Church Street,4.0,3.0,536.0,2920.0,4,18356.164383561645
Cleveland Town,3.0,2.0,160.0,1991.0,3,8036.162732295329
Coconut Grove Layout,2.0,2.0,43.0,1007.0,2,4270.109235352532
Coconut Grove Layout,2.0,2.0,51.5,1272.0,2,4048.7421383647797
Coconut Grove Layout,2.0,2.0,46.0,1156.0,2,3979.2387543252594
Coconut Grove Layout,2.0,2.0,48.0,1007.0,2,4766.633565044687
Coffee Board Layout,3.0,2.0,170.0,3045.0,3,5582.922824302134
Coffee Board Layout,3.0,2.0,90.0,1652.5,3,5446.293494704993
Cooke Town,4.0,1.5843757375501535,450.0,3950.0,4,11392.405063291139
Cooke Town,4.0,3.0,239.0,2388.0,3,10008.375209380234
Cooke Town,2.0,2.0,200.0,1710.0,2,11695.906432748538
Cooke Town,2.0,2.0,111.0,1310.0,2,8473.282442748092
Cooke Town,5.0,1.5843757375501535,415.0,3900.0,4,10641.02564102564
Cooke Town,4.0,1.5843757375501535,310.0,2560.0,3,12109.375
Cooke Town,3.0,1.0,375.0,2600.0,3,14423.076923076924
Cooke Town,2.0,3.0,90.0,1100.0,2,8181.818181818182
Cooke Town,3.0,1.0,250.0,2300.0,3,10869.565217391304
Cox Town,3.0,3.0,150.0,1975.0,3,7594.93670886076
Cox Town,3.0,3.0,100.0,1650.0,3,6060.606060606061
Cox Town,3.0,3.0,140.0,1730.0,3,8092.485549132948
Cox Town,3.0,1.0,150.0,1600.0,3,9375.0
Cox Town,2.0,2.0,95.0,1250.0,2,7600.0
Cox Town,2.0,1.0,120.0,1280.0,2,9375.0
Cox Town,2.0,2.0,72.0,1073.0,2,6710.158434296365
Cox Town,2.0,3.0,58.0,1000.0,2,5800.0
Cox Town,2.0,2.0,140.0,1200.0,2,11666.666666666666
Crimson Layout,2.0,2.0,60.0,1250.0,2,4800.0
Cunningham Road,4.0,3.0,1250.0,5270.0,4,23719.165085388995
Cunningham Road,3.0,2.0,864.0,3875.0,3,22296.774193548386
Cunningham Road,3.0,2.0,800.0,3875.0,3,20645.16129032258
Cunningham Road,3.0,1.0,763.0,3815.0,3,20000.0
Cunningham Road,3.0,2.0,501.0,2880.0,3,17395.833333333332
Cunningham Road,3.0,1.0,662.0,3489.0,3,18973.91802808828
Cunningham Road,3.0,2.0,800.0,4170.0,3,19184.65227817746
Cunningham Road,3.0,1.0,501.0,2700.0,3,18555.555555555555
Cunningham Road,3.0,2.0,560.0,2880.0,3,19444.444444444445
Daadys Gaarden Layout,3.0,3.0,72.0,1600.0,3,4500.0
Dairy Circle,3.0,1.0,225.0,1855.0,3,12129.380053908355
Dairy Circle,3.0,2.0,224.0,1980.0,3,11313.131313131313
Dairy Circle,2.0,1.0,181.0,1541.0,2,11745.619727449708
Dairy Circle,4.0,2.0,340.0,2735.0,3,12431.44424131627
Dasanapura,2.0,2.0,37.0,708.0,2,5225.988700564972
Dasanapura,1.0,1.0,40.0,708.0,2,5649.717514124294
Dasanapura,2.0,1.0,42.5,965.0,2,4404.145077720207
Dasanapura,2.0,1.0,42.0,814.0,2,5159.7051597051595
Dasanapura,2.0,1.0,65.0,1163.0,2,5588.993981083405
Dasanapura,2.0,1.0,68.0,1286.0,3,5287.713841368584
Dasanapura,2.0,1.0,31.15,708.0,2,4399.717514124294
Dasanapura,1.0,1.0,41.0,708.0,1,5790.960451977401
Dasanapura,2.0,1.0,43.7,814.0,2,5368.550368550368
Dasarahalli,2.0,1.0,65.0,1295.0,2,5019.305019305019
Dasarahalli,2.0,1.0,75.0,1520.0,3,4934.210526315789
Dasarahalli,2.0,3.0,55.0,1300.0,2,4230.7692307692305
Dasarahalli,2.0,0.0,70.0,1150.0,2,6086.95652173913
Dasarahalli,3.0,3.0,120.0,2100.0,3,5714.285714285715
Dasarahalli,2.0,2.0,52.0,1220.0,2,4262.295081967213
Dasarahalli,2.0,1.0,60.0,1375.0,2,4363.636363636364
Dasarahalli,2.0,1.0,78.56,1333.0,2,5893.473368342085
Dasarahalli,2.0,2.0,62.0,1220.0,2,5081.9672131147545
Dasarahalli,2.0,2.0,49.0,1160.0,2,4224.137931034483
Defence Colony,2.0,2.0,126.0,1150.0,2,10956.521739130434
Defence Colony,4.0,1.5843757375501535,986.0,6600.0,4,14939.39393939394
Defence Colony,2.0,2.0,125.0,1150.0,2,10869.565217391304
Defence Colony,4.0,3.0,365.0,2800.0,4,13035.714285714286
Defence Colony,2.0,1.5843757375501535,172.0,1270.0,2,13543.307086614173
Defence Colony,6.0,3.0,2800.0,8000.0,6,35000.0
Dena Bank Colony,2.0,2.0,75.0,1100.0,2,6818.181818181818
Devanahalli,2.0,2.0,66.78,1260.0,2,5300.0
Devanahalli,2.0,2.0,68.52,1282.0,3,5344.773790951638
Devanahalli,2.0,1.0,65.0,1360.0,2,4779.411764705882
Devanahalli,2.0,2.0,85.0,1408.0,2,6036.931818181818
Devanahalli,2.0,1.0,51.0,1010.0,2,5049.504950495049
Devanahalli,2.0,0.0,53.35,1080.0,2,4939.814814814815
Devanahalli,5.0,3.0,100.0,2400.0,5,4166.666666666667
Devanahalli,2.0,1.0,59.0,1174.0,2,5025.553662691653
Devanahalli,1.0,1.0,34.0,658.0,1,5167.173252279636
Devanahalli,1.0,0.0,26.91,658.0,1,4089.665653495441
Devanahalli,1.0,0.0,28.57,698.5,1,4090.1932712956336
Devanahalli,2.0,1.0,52.0,1080.0,2,4814.814814814815
Devanahalli,3.0,0.0,88.2,1700.0,3,5188.235294117647
Devanahalli,3.0,3.0,79.15,1498.0,3,5283.711615487317
Devanahalli,3.0,3.0,77.59,1466.0,3,5292.633015006822
Devanahalli,1.0,0.0,39.0,775.0,1,5032.258064516129
Devanahalli,2.0,1.0,49.87,1020.0,1,4889.21568627451
Devanahalli,2.0,2.0,48.0,1045.0,2,4593.301435406698
Devanahalli,3.0,1.0,85.0,1550.0,3,5483.870967741936
Devanahalli,2.0,1.0,65.0,1340.0,2,4850.746268656716
Devanahalli,3.0,1.0,107.0,2125.0,3,5035.294117647059
Devanahalli,2.0,1.0,56.45,1230.0,2,4589.430894308943
Devanahalli,2.0,0.0,62.425,1360.0,2,4590.073529411765
Devanahalli,1.0,1.0,26.91,658.0,1,4089.665653495441
Devanahalli,2.0,1.0,58.0,1010.0,2,5742.574257425743
Devanahalli Int. Airport,2.0,1.0,80.0,1380.0,2,5797.101449275362
Devanahalli Int. Airport,2.0,1.0,62.0,1080.0,2,5740.740740740741
Devarachikkanahalli,2.0,1.0,58.0,1230.0,2,4715.447154471544
Devasthanagalu,3.0,2.0,70.0,1460.0,3,4794.520547945205
Devasthanagalu,2.0,2.0,45.0,1090.0,2,4128.440366972477
Devasthanagalu,2.0,2.0,45.0,946.0,2,4756.871035940803
Devasthanagalu,2.0,3.0,60.0,1470.0,3,4081.6326530612246
Devi Nagar,3.0,2.0,105.0,2000.0,3,5250.0
Devi Nagar,3.0,3.0,68.0,1410.0,3,4822.695035460993
Dinnur,2.0,1.5843757375501535,65.0,1100.0,2,5909.090909090909
Divya Unnathi Layout,2.0,2.0,64.44,1611.0,3,4000.0
Divya Unnathi Layout,2.0,2.0,64.4,1610.0,3,4000.0000000000005
Divya Unnathi Layout,2.0,1.0,53.56,1339.0,2,4000.0
Doctors Layout,2.0,3.0,62.0,1520.0,2,4078.9473684210525
Doctors Layout,2.0,1.0,44.0,1125.0,2,3911.1111111111113
Doctors Layout,2.0,2.0,42.0,1000.0,2,4200.0
Doctors Layout,2.0,1.0,47.0,1225.0,2,3836.734693877551
Doctors Layout,2.0,2.0,46.8,1215.0,3,3851.8518518518517
Dodda Banaswadi,3.0,2.0,56.0,1500.0,3,3733.3333333333335
Dodda Banaswadi,2.0,2.0,60.0,1300.0,3,4615.384615384615
Dodda Kempaiah Layout,3.0,2.0,75.0,1600.0,3,4687.5
Dodda Kempaiah Layout,2.0,1.0,45.0,1015.0,2,4433.4975369458125
Dodda Nekkundi,2.0,2.0,55.0,1260.0,2,4365.079365079365
Dodda Nekkundi,2.0,3.0,28.0,850.0,2,3294.1176470588234
Dodda Nekkundi,2.0,2.0,60.0,1390.0,2,4316.546762589928
Dodda Nekkundi,3.0,2.0,121.0,1804.0,3,6707.317073170731
Dodda Nekkundi,2.0,2.0,50.0,1080.0,2,4629.62962962963
Dodda Nekkundi,3.0,2.0,132.0,1999.0,3,6603.301650825412
Dodda Nekkundi,2.0,2.0,48.0,1100.0,2,4363.636363636364
Dodda Nekkundi,3.0,2.0,135.0,1999.0,3,6753.376688344172
Dodda Nekkundi,2.0,1.0,41.15,1100.0,2,3740.909090909091
Dodda Nekkundi,2.0,1.0,71.0,1252.0,3,5670.926517571885
Dodda Nekkundi,2.0,1.0,46.0,1155.0,2,3982.683982683983
Dodda Nekkundi,2.0,2.0,45.0,1128.0,2,3989.3617021276596
Dodda Nekkundi,2.0,1.0,56.0,1148.0,2,4878.048780487805
Dodda Nekkundi,2.0,1.0,46.5,1145.0,2,4061.1353711790393
Dodda Nekkundi,3.0,2.0,125.0,1829.0,3,6834.3357025697105
Dodda Nekkundi,2.0,1.0,41.16,1100.0,2,3741.8181818181815
Dodda Nekkundi,2.0,1.0,46.75,1100.0,2,4250.0
Dodda Nekkundi,2.0,2.0,50.0,1315.0,2,3802.2813688212927
Dodda Nekkundi,2.0,2.0,58.0,1135.0,2,5110.132158590309
Dodda Nekkundi,2.0,1.0,41.18,1100.0,2,3743.6363636363635
Dodda Nekkundi,2.0,2.0,60.0,1370.0,2,4379.56204379562
Dodda Nekkundi,2.0,2.0,71.0,1200.0,2,5916.666666666667
Dodda Nekkundi,2.0,2.0,79.0,1585.0,3,4984.22712933754
Dodda Nekkundi,2.0,2.0,45.0,1005.0,2,4477.611940298508
Dodda Nekkundi,2.0,1.5843757375501535,52.0,1264.0,2,4113.9240506329115
Dodda Nekkundi Extension,2.0,2.0,60.0,1148.0,2,5226.480836236934
Dodda Nekkundi Extension,2.0,3.0,73.0,1188.0,2,6144.781144781145
Dodda Nekkundi Extension,2.0,2.0,69.0,1148.0,2,6010.452961672474
Dodda Nekkundi Extension,3.0,3.0,115.0,1864.0,3,6169.527896995708
Dodda Nekkundi Extension,2.0,2.0,87.0,1458.0,3,5967.078189300411
Doddaballapur,4.0,3.0,325.0,4200.0,4,7738.0952380952385
Doddaballapur,3.0,1.0,300.0,3876.0,3,7739.938080495356
Doddaballapur,4.0,2.0,195.0,2776.0,3,7024.495677233429
Doddaballapur,3.0,1.0,142.0,2440.0,3,5819.672131147541
Doddaballapur,3.0,0.0,200.0,2400.0,4,8333.333333333334
Doddaballapur,1.0,1.0,49.0,654.0,1,7492.354740061162
Doddaballapur,5.0,1.5843757375501535,270.0,3206.0,4,8421.70929507174
Doddabanahalli,2.0,2.0,37.0,830.0,2,4457.831325301205
Doddabanahalli,2.0,2.0,30.0,800.0,2,3750.0
Doddabanahalli,3.0,2.0,45.33,1290.0,3,3513.953488372093
Doddabidrakallu,3.0,1.0,74.0,1200.0,3,6166.666666666667
Doddabommasandra,2.0,3.0,70.0,1550.0,3,4516.129032258064
Doddabommasandra,5.0,2.0,145.0,3150.0,8,4603.174603174603
Doddabommasandra,2.0,3.0,32.0,1300.0,2,2461.5384615384614
Doddagubbi,2.0,3.0,39.0,1250.0,2,3120.0
Doddagubbi,1.0,2.0,27.0,747.0,1,3614.4578313253014
Doddakallasandra,2.0,1.0,40.39,1010.0,2,3999.009900990099
Doddakallasandra,2.0,1.0,40.39,1010.0,2,3999.009900990099
Doddakallasandra,2.0,1.0,42.87,1072.0,2,3999.0671641791046
Doddakallasandra,2.0,1.0,40.4,1010.0,2,4000.0
Doddakallasandra,2.0,1.0,41.0,1010.0,2,4059.4059405940593
Doddakallasandra,2.0,1.0,42.87,1072.0,2,3999.0671641791046
Doddakammanahalli,2.0,1.0,60.0,1550.0,3,3870.967741935484
Doddakammanahalli,2.0,2.0,56.0,1180.0,2,4745.762711864407
Doddakammanahalli,2.0,3.0,62.0,1409.0,3,4400.28388928318
Doddakammanahalli,2.0,1.0,48.5,1119.0,3,4334.226988382485
Doddakammanahalli,2.0,3.0,55.0,1160.0,2,4741.379310344828
Doddakannelli,3.0,2.0,70.0,1475.0,3,4745.762711864407
Doddakannelli,2.0,1.0,48.0,1025.0,2,4682.926829268293
Doddanakundi Industrial Area 2,1.0,2.0,65.01,1512.0,2,4299.603174603175
Doddanakundi Industrial Area 2,3.0,3.0,95.0,1768.0,3,5373.303167420814
Doddanakundi Industrial Area 2,2.0,1.0,49.0,1092.0,2,4487.179487179487
Doddanekundi,3.0,3.0,176.0,1760.0,3,10000.0
Doddanekundi,2.0,2.0,40.0,1280.0,2,3125.0
Doddanekundi,4.0,3.0,154.0,2045.0,3,7530.562347188264
Doddanekundi,2.0,1.0,59.0,1148.0,2,5139.3728222996515
Doddanekundi,2.0,2.0,48.4,1128.0,2,4290.780141843971
Doddathoguru,2.0,0.0,33.0,970.0,2,3402.061855670103
Doddathoguru,2.0,1.0,32.0,1050.0,2,3047.6190476190477
Doddathoguru,2.0,1.0,25.0,850.0,2,2941.176470588235
Doddathoguru,2.0,2.0,42.0,1030.0,2,4077.669902912621
Doddathoguru,3.0,2.0,65.0,1549.0,3,4196.255648805681
Doddathoguru,1.0,1.0,17.0,550.0,1,3090.909090909091
Doddathoguru,2.0,2.0,33.5,1015.0,2,3300.4926108374384
Doddathoguru,2.0,2.0,39.0,1104.0,2,3532.608695652174
Doddathoguru,2.0,1.0,32.0,915.0,2,3497.2677595628415
Doddathoguru,1.0,1.0,25.5,750.0,1,3400.0
Doddathoguru,3.0,3.0,62.0,1595.0,3,3887.1473354231975
Doddathoguru,2.0,1.0,32.0,855.0,2,3742.690058479532
Doddathoguru,2.0,1.0,50.0,1105.0,2,4524.886877828054
Doddathoguru,2.0,2.0,30.0,925.0,2,3243.2432432432433
Doddathoguru,3.0,1.0,45.0,1208.0,3,3725.1655629139073
Doddathoguru,2.0,2.0,50.0,1100.0,2,4545.454545454545
Doddathoguru,2.0,1.0,32.9,940.0,2,3500.0
Doddathoguru,3.0,1.0,65.0,1382.0,3,4703.328509406657
Doddathoguru,2.0,3.0,44.0,1107.0,2,3974.706413730804
Doddathoguru,2.0,1.0,40.0,907.0,2,4410.143329658214
Doddathoguru,3.0,3.0,85.0,1783.0,3,4767.246214245653
Doddathoguru,1.0,1.0,17.0,550.0,1,3090.909090909091
Dodsworth Layout,4.0,1.5843757375501535,2100.0,30000.0,4,7000.0
Dodsworth Layout,2.0,2.0,80.0,1400.0,2,5714.285714285715
Dodsworth Layout,3.0,3.0,99.0,1717.0,3,5765.87070471753
Dodsworth Layout,3.0,2.0,99.0,1594.0,3,6210.790464240903
Dodsworth Layout,3.0,2.0,115.0,1893.0,3,6075.0132065504495
Dodsworth Layout,2.0,3.0,85.0,1400.0,2,6071.428571428572
Dodsworth Layout,4.0,2.0,1824.0,30400.0,6,6000.0
Dollars Colony,4.0,3.0,350.0,3500.0,4,10000.0
Dollars Colony,5.0,1.0,385.0,3100.0,4,12419.354838709678
Dollars Colony,2.0,3.0,65.0,1097.0,2,5925.2506836827715
Dollars Colony,3.0,0.0,75.0,1350.0,3,5555.555555555556
Dollars Colony,3.0,2.0,2000.0,7800.0,3,25641.02564102564
Dollars Colony,3.0,2.0,280.0,2100.0,4,13333.333333333334
Dollars Colony,3.0,3.0,200.0,2000.0,3,10000.0
Dollars Layout,3.0,2.0,88.0,1460.0,3,6027.397260273972
Dollars Layout,3.0,3.0,220.0,2456.0,3,8957.654723127036
Domlur,3.0,2.0,90.0,1540.0,3,5844.1558441558445
Domlur,2.0,2.0,150.0,1875.0,3,8000.0
Domlur,3.0,3.0,86.0,1429.0,3,6018.194541637508
Domlur,1.0,0.0,55.0,640.0,1,8593.75
Domlur,2.0,2.0,85.0,1050.0,2,8095.238095238095
Domlur,3.0,2.0,150.0,1800.0,3,8333.333333333334
Domlur,3.0,1.0,135.0,1720.0,3,7848.837209302325
Domlur,3.0,3.0,165.0,1950.0,3,8461.538461538461
Domlur,3.0,2.0,285.0,2180.0,3,13073.394495412844
Domlur,1.0,1.0,70.0,650.0,1,10769.23076923077
Domlur,1.0,1.0,70.0,780.0,1,8974.358974358975
Domlur,3.0,2.0,285.0,2180.0,3,13073.394495412844
Domlur,3.0,0.0,120.0,1740.0,3,6896.551724137931
Domlur,3.0,2.0,125.0,1695.0,3,7374.6312684365785
Domlur,2.0,1.0,95.0,1246.0,2,7624.398073836276
Domlur,3.0,2.0,145.0,2100.0,3,6904.761904761905
Domlur,2.0,2.0,80.0,1276.0,2,6269.592476489028
Domlur,3.0,1.0,180.0,1850.0,3,9729.72972972973
Domlur,3.0,1.5843757375501535,235.0,2955.0,3,7952.622673434857
Domlur,3.0,1.0,180.0,1650.0,3,10909.09090909091
Domlur Layout,2.0,2.0,160.0,900.0,2,17777.777777777777
Dommasandra,2.0,1.0,22.14,805.0,2,2750.3105590062114
Dommasandra,2.0,2.0,43.5,1153.0,2,3772.7666955767563
Dommasandra,2.0,2.0,43.5,1090.0,2,3990.8256880733943
Dommasandra,2.0,1.0,25.4,850.0,2,2988.235294117647
Dommasandra,2.0,2.0,32.9,999.0,2,3293.293293293293
Doopanahalli,2.0,1.0,100.0,1340.0,3,7462.686567164179
Doopanahalli,3.0,2.0,199.0,2250.0,3,8844.444444444445
Doopanahalli,3.0,1.0,150.0,1625.0,3,9230.76923076923
Dooravani Nagar,3.0,1.0,105.0,1596.0,3,6578.9473684210525
Dooravani Nagar,3.0,0.0,95.0,1596.0,3,5952.380952380952
Dooravani Nagar,3.0,1.0,115.0,1570.0,3,7324.84076433121
Dr Shivarama Karantha Nagar,2.0,1.0,65.0,1500.0,3,4333.333333333333
Dr Shivarama Karantha Nagar,2.0,1.0,54.0,1200.0,2,4500.0
"ECC Road, Whitefield, ",2.0,1.0,67.0,1132.0,2,5918.727915194347
EPIP Zone,2.0,2.0,82.0,1285.0,2,6381.322957198444
EPIP Zone,3.0,2.0,162.0,2330.0,3,6952.789699570815
EPIP Zone,2.0,1.0,92.5,1330.0,2,6954.887218045113
EPIP Zone,2.0,1.0,86.98,1330.0,2,6539.849624060151
EPIP Zone,2.0,1.0,93.36,1330.0,2,7019.548872180451
EPIP Zone,3.0,3.0,102.0,1500.0,3,6800.0
EPIP Zone,2.0,1.0,69.0,1280.0,2,5390.625
EPIP Zone,2.0,1.0,65.0,1125.0,2,5777.777777777777
EPIP Zone,3.0,3.0,125.0,1734.0,3,7208.76585928489
EPIP Zone,2.0,2.0,86.0,1343.0,2,6403.574087862993
EPIP Zone,4.0,2.0,163.0,2350.0,3,6936.170212765957
EPIP Zone,3.0,2.0,130.0,1860.0,3,6989.247311827957
EPIP Zone,3.0,3.0,165.0,2210.0,3,7466.06334841629
EPIP Zone,3.0,2.0,177.0,2710.0,3,6531.365313653137
Ejipura,3.0,0.0,110.0,1650.0,3,6666.666666666667
Ejipura,2.0,1.0,70.0,1190.0,2,5882.35294117647
Ejipura,3.0,3.0,135.0,2070.0,3,6521.739130434783
Ejipura,3.0,3.0,95.0,1600.0,3,5937.5
Ejipura,2.0,0.0,75.0,1210.0,2,6198.347107438017
Electronic City,2.0,1.0,64.5,1500.0,3,4300.0
Electronic City,2.0,1.0,60.0,1060.0,2,5660.377358490566
Electronic City,2.0,1.0,64.5,1152.0,2,5598.958333333333
Electronic City,1.0,1.0,36.0,770.0,2,4675.324675324675
Electronic City,2.0,1.0,52.0,1070.0,2,4859.813084112149
Electronic City,2.0,1.0,46.0,1025.0,2,4487.804878048781
Electronic City,1.0,1.0,27.0,589.0,1,4584.040747028863
Electronic City,2.0,1.0,40.0,910.0,2,4395.604395604396
Electronic City,2.0,1.0,63.0,1108.0,2,5685.9205776173285
Electronic City,2.0,1.0,65.0,1128.0,2,5762.41134751773
Electronic City,3.0,2.0,95.0,1800.0,3,5277.777777777777
Electronic City,1.0,1.0,34.65,630.0,1,5500.0
Electronic City,2.0,1.0,63.0,1128.0,2,5585.106382978724
Electronic City,3.0,2.0,99.0,1599.0,3,6191.369606003753
Electronic City,2.0,1.0,55.0,1070.0,2,5140.186915887851
Electronic City,2.0,1.0,41.0,940.0,2,4361.702127659574
Electronic City,2.0,1.0,68.75,1128.0,2,6094.858156028369
Electronic City,2.0,1.0,73.3,1342.0,2,5461.997019374068
Electronic City,2.0,1.0,71.0,1360.0,3,5220.588235294118
Electronic City,2.0,0.0,56.93,1265.0,2,4500.395256916996
Electronic City,2.0,2.0,102.0,1691.0,3,6031.933767001774
Electronic City,2.0,1.0,65.49,1128.0,2,5805.851063829787
Electronic City,2.0,1.0,56.1,1070.0,2,5242.990654205608
Electronic City,4.0,0.0,120.0,2000.0,4,6000.0
Electronic City,2.0,2.0,45.0,890.0,2,5056.179775280899
Electronic City,2.0,1.0,65.65,1128.0,2,5820.035460992909
Electronic City,2.0,0.0,42.0,865.0,2,4855.491329479769
Electronic City,2.0,2.0,42.0,910.0,2,4615.384615384615
Electronic City,2.0,1.0,75.0,1360.0,3,5514.705882352941
